标题	面积	单价	总价
潘家园地铁 松榆西里朝南一居室户型方正	44.77㎡	48694元/㎡	218万元
滨河西里,2居室,1厅	60.81㎡	30752元/㎡	187万元
行宫小区非常正气，楼层好采光佳，让您居住非常舒适！	84.14㎡	17590元/㎡	148万元
赵公口石榴庄西街2室1厅十号线 石榴庄地铁	62.8㎡	41243元/㎡	259万元
清欣园 中间楼层 两居室 诚心出售	75.82㎡	31127元/㎡	236万元
8号线 瀛海家园 南北边户两居 满五年 能   急售 有钥匙	85.69㎡	34427元/㎡	295万元
亦庄新城  东亚瑞晶苑 全南向两居室 高楼层 随时看房	78.64㎡	27976元/㎡	220万元
金隅万科一期 两室一厅一卫 满五	72.96㎡	34677元/㎡	253万元
亦庄叠拼别墅 现房 私家电梯 独门独院 面宽11米 随时看房	179㎡	25140元/㎡	450万元
水木天成 (清缘西里) 3室 2厅 129.3平米	129.3㎡	76567元/㎡	990万元
宇丰苑 正规商品房 精装可拎包入住 南北通透 交通便利	119.91㎡	36278元/㎡	435万元
录科胡同  南北通透 两居室  ,配套成熟 采光好看房方便	53.39㎡	27159元/㎡	145万元
香悦四季 急售4居 看房方便 价格还能聊	134.63㎡	28895元/㎡	389万元
金融街融汇 2室 2厅 69.76平米	69.76㎡	35121元/㎡	245万元
学院路 中铁置业翰庭紧邻地铁，全明户型 南北通透10楼龄急售	90.24㎡	124779元/㎡	1126万元
禧福汇  房单价8.4W~不临街~无遮挡~随时看~禧福汇	194.76㎡	74451元/㎡	1450万元
商圈成熟 医疗配套成熟 瑞雪春堂 电梯房 正规商品房 近地铁	93.11㎡	20943元/㎡	195万元
燕平家园 三室两厅两卫 满五	147.51㎡	34371元/㎡	507万元
(真实保证)园博嘉园西区3室	139.75㎡	50090元/㎡	700万元
程庄路3号院 近地铁 南向采光好 居住密度低 交通便利	60㎡	36334元/㎡	218万元
碧桂园(三期) 商圈成熟 满五 简单装 清晰 大两居	91.76㎡	21796元/㎡	200万元
天通苑北冠华苑 电梯两居室 南北通透 满五   看房方便	83.57㎡	33266元/㎡	278万元
泰和宜园~3居室~户型房正~采光好~不临街~新上房源！	138.77㎡	23709元/㎡	329万元
钥匙房  西五环 张郭庄小区 中楼层   两居室首付30W	51.2㎡	28907元/㎡	148万元
大兴新居里 精装复式商品房 露天大阳台 少有在售户型	164.36㎡	29813元/㎡	490万元
西四环，丰台体育馆，带电梯精装两居，高楼层，南北通透	64.3㎡	38725元/㎡	249万元
北五环外温榆河南面积140平米三室二厅二卫眼镜房 一层采光好	140.98㎡	34048元/㎡	480万元
知底价 次顶层南北3改2 观景小区 二次精装房况好 爱这城	128.28㎡	75616元/㎡	970万元
宁馨苑 三室三厅两卫 满五	167.84㎡	25918元/㎡	435万元
清缘里中区 1室 1厅 45.54平米	45.54㎡	62583元/㎡	285万元
澜西园四区，电梯房，南北通透，正规两居室，无浪费面积，诚心售	83.55㎡	26930元/㎡	225万元
北苑洋房社区 总高6层带电梯 全南向一居室	66.37㎡	42188元/㎡	280万元
  清晰 南北通透 低密宜居 商圈成熟 满五 诚心出售	60.37㎡	17559元/㎡	106万元
折！朝阳东五环，地铁150米，精装交付，  即住，随时可看，	123㎡	57724元/㎡	710万元
劲松 潘家园翌景嘉园全南向3室2厅，无遮挡，紧邻地铁。	158.14㎡	44265元/㎡	700万元
精装好房      中间楼层 南北通透 板楼 低密度社区	204.96㎡	15028元/㎡	308万元
低密度社区 双卫格局 刚需两居 动静分离 热门推荐房	112.96㎡	102692元/㎡	1160万元
总监力荐新上三环边东西两居采光视野好近地铁诚心卖随时签少税	62.74㎡	35863元/㎡	225万元
凤凰城三期，东南金角观景房，2居室，二次装修，中楼层	129㎡	108450元/㎡	1399万元
管庄东里 装修好 满五 商品房 商业配套齐全 出行方便	51.45㎡	32654元/㎡	168万元
低楼层三居室   交通便捷 板楼   清晰 商业配套齐全	77.34㎡	28834元/㎡	223万元
东关  家园，平米数大，价格实惠，154.36平米    	154.36㎡	26238元/㎡	405万元
一层带半地下 精装现房 前后超大楼间距 采光私密性很好	127㎡	35434元/㎡	450万元
地铁边上，海德堡花园联排别墅，南北通透，户型方正，业主诚售.	171.81㎡	36087元/㎡	620万元
交易有保单 安心购 嘉园一里 2室1厅	66.1㎡	45084元/㎡	298万元
龙山华府 满五年 3室2厅2卫1阳台 落地窗 无遮挡	141.27㎡	35394元/㎡	500万元
（特价270）清盘85折 新小区 高楼层 视野超好 全落地窗	128.08㎡	25844元/㎡	331万元
团河苑 低楼层二居室 一梯二户 看房方便 诚心出售	64.38㎡	27804元/㎡	179万元
一品嘉园  电梯洋房 落地大窗   南北通透 中高楼层	88.99㎡	19104元/㎡	170万元
东铁营桥 横一条小区 南北两居 中间楼层	56.7㎡	42329元/㎡	240万元
北环路 三室一厅一卫 满五	103.4㎡	24662元/㎡	255万元
力推！明厅的 有户型两居室，精装修，大阳台直通，近地铁	52.7㎡	44782元/㎡	236万元
通用博园 南北通透 高楼层采光充足 满二 商业配套成熟	86.28㎡	26658元/㎡	230万元
澜庭2层欧式洋房 采光好带地下室诚售	86㎡	18605元/㎡	160万元
长阳碧桂园 南北双卫大三居 满五一套二次装修 地暖落地窗	123.17㎡	22571元/㎡	278万元
(急售)五环 稻田站 京西祥云 一梯一户 智能家居 品质社区	121.76㎡	41886元/㎡	510万元
低密度洋房~南北通透三居~有钥匙可实地看房~好位置	130.6㎡	80399元/㎡	1050万元
方便看，256平米三居室，有独立保姆间，智能家居	254.48㎡	101698元/㎡	2588万元
沿湖南区 交通便利 密度低 近校 方便孩子满五   环境好	112.84㎡	20295元/㎡	229万元
澜西园(二区)~南北朝向~2居1卫~包税出 能谈~急售	94.6㎡	23996元/㎡	227万元
龙山华府 2居室 户型方正 客厅朝南 无遮挡 采光充足 价	80.5㎡	32174元/㎡	259万元
新街口西里一区 两南一北 大客厅三居室 看房方便	85.63㎡	109775元/㎡	940万元
业主急售 田家园小区 中间楼层 正规三居室 随时看房	86.87㎡	13584元/㎡	118万元
双兴南区  低层大一居 位置好仅  	67.59㎡	31810元/㎡	215万元
晓月苑一里 低密度社区 朝向好 商品房 交通便捷	78.2㎡	26855元/㎡	210万元
必看六小 沿湖小区中楼层 精装好房 三居双卫 前后带阳台	108㎡	20834元/㎡	225万元
京南嘉园 商品房 南北通透 精装可拎包入住 环境好 大两房	98.89㎡	11933元/㎡	118万元
房山区良乡鸿顺园2室1厅	90.01㎡	24331元/㎡	219万元
南海雅苑全南两居室  边户  高楼层 采光视野好 诚意出售	74.35㎡	36315元/㎡	270万元
海德堡花园大户型联排别墅，客厅挑空，南北通透，前后不遮挡。	235.82㎡	31804元/㎡	750万元
古城古城西路2室1厅	61.35㎡	35045元/㎡	215万元
瑞雪春堂二里 南向2居室 中间层视野开阔全天采光	90㎡	25000元/㎡	225万元
此房位置很棒，不临街，可做3居室使用，诚意出售，感兴趣私信哦	134㎡	71642元/㎡	960万元
精干净 满五   10W 可以入住	85㎡	14706元/㎡	125万元
房山区长阳加州水郡四期精装3居南北向户型方正采光好交通方便	91.57㎡	25009元/㎡	229万元
马坡 正南朝向 精装可拎包入住 正规商品房 高楼层采光充足	70㎡	19286元/㎡	135万元
良乡南关地铁站  罗府家园 精装修 2室  1厅	81.77㎡	24337元/㎡	199万元
富力尚悦居C区 ,满五V一，精装修 ，全明户型，看房随时	143.48㎡	29273元/㎡	420万元
石河营小区 ~低楼层~三居~精装修~90平米~1   	90㎡	15556元/㎡	140万元
近地铁 急售 年   4%以上 总价低	41.73㎡	28757元/㎡	120万元
80平米两居  10W 可入住  精装修  （鸿纬地产）	80㎡	14125元/㎡	113万元
14号线北工大地铁口300米，电梯15层，精装修，采光好，	56.91㎡	49201元/㎡	280万元
金泰丽湾 好楼层 大面积  好位置 大面积南北向三居室	140.37㎡	35264元/㎡	495万元
长阳  绿地新都会 南向两居室 户型方正 采光好 无遮挡	85.61㎡	26282元/㎡	225万元
果园城铁 广渠路沿线 南北通透电梯房 满五年，诚心出售	143.19㎡	39040元/㎡	559万元
2022年电梯洋房社区 110平三居室带二个观景台 实景拍摄	110㎡	34546元/㎡	380万元
壹佰捌 壹佰捌 壹佰捌 壹佰捌 壹佰捌 壹佰捌	68.79㎡	28493元/㎡	196万元
  房  精装修   四合巷南北通透  2室1厅	64.7㎡	18857元/㎡	122万元
    电梯洋房，中间层，南北向正规4居室，位置安静	165.02㎡	39753元/㎡	656万元
地铁八通线金隅通和园南北二居	85.01㎡	26468元/㎡	225万元
典雅庄园 精装两居室 全屋智能装修 全南向	67.06㎡	29526元/㎡	198万元
首付    福怡苑南区 南向两居 一层 满五一套   清晰	60.58㎡	41103元/㎡	249万元
地铁口 新源时代 南北通透 拎包入住 业主急售 随时看	89.41㎡	33554元/㎡	300万元
密云上河湾 有钥匙 随时看 临河  有本能    观景采光佳	89.84㎡	18033元/㎡	162万元
东关北里 商品房 出行方便 近地铁 高楼层采光充足 商圈成熟	63.3㎡	29858元/㎡	189万元
大宁山庄电梯房3室 难得的好户型精装	144.95㎡	32287元/㎡	468万元
（大胆的出价）姐姐家房。01年小区。南北通透,H户型。满五年	93.33㎡	21323元/㎡	199万元
金科帕提欧 集中供暖 大两居 南北通透 精装可拎包入住	96.75㎡	28941元/㎡	280万元
加州水郡三期，明厨明卫，小区中心位置，二次装修，随时看房	87.62㎡	26136元/㎡	229万元
长阳碧桂园小区，南北通透两居，满五年，看房有钥匙	88.87㎡	22393元/㎡	199万元
朱辛庄   洋房 领秀慧谷D区一梯一户大三居室带地下储物间	139㎡	63885元/㎡	888万元
(急售）地铁6号线旁，低楼层，低总价，品质东区，精装全明2居	70.7㎡	39322元/㎡	278万元
1%买房！南关地铁站电梯两居室！满五年！可用公积金！	91.33㎡	22228元/㎡	203万元
西三旗  北新家园 海淀    满五年    看房方便	46.9㎡	60768元/㎡	285万元
仙泽园中层1   价格可议 配套全随时看	73㎡	16850元/㎡	123万元
新源时代小区两居室南北通透	88.62㎡	29339元/㎡	260万元
小区    ，诚意卖，南北通透两居室，采光好，位置安静带车位	100.33㎡	98276元/㎡	986万元
水墨林溪 两居室 中间层 南北向 满五年 明厨明卫 有钥匙	91.83㎡	13286元/㎡	122万元
大峪 永新小区 分局楼 大两居室 看房方便	85.77㎡	25068元/㎡	215万元
密云周边 精装好房 南北通透 满五 两居室商品住宅	92.1㎡	17264元/㎡	159万元
南小区 精装可拎包入住 集中供暖 商业配套成熟 正规商品房	68.55㎡	17798元/㎡	122万元
棕榈泉 圆弧窗居家三居 保养好	193㎡	98446元/㎡	1900万元
天地神通~幸福东园~大两居~首层~精装~南北通透~	63㎡	18254元/㎡	115万元
急售！  90平！层高4.2米 !可做3居！朝阳公园1路之隔	164.07㎡	78625元/㎡	1290万元
兴政西里,3居室,2厅	94.75㎡	27441元/㎡	260万元
龙庆望都佳园 三室一厅一卫 满五	92.33㎡	10290元/㎡	95万元
急售，宏仁家园，中间楼层，南北通透两居室，采光好，诚心出售	85㎡	28000元/㎡	238万元
亦庄新城马驹桥 宏仁家园东西向两居室 满五年 户型方正随时看	90.53㎡	21540元/㎡	195万元
林校北里 南北通透两居室	85.76㎡	32650元/㎡	280万元
高塔小区 低楼层 3居室     140~	93.78㎡	15995元/㎡	150万元
西南五环外 房山长阳      南北通透 有钥匙随时看房	90.99㎡	21871元/㎡	199万元
南北通透 中间好楼层 临地铁 医疗配套成熟   清晰	58.64㎡	34107元/㎡	200万元
中关村远洋集团家属院人车分流 中楼层西南霸气大三居 不临街	162.31㎡	85023元/㎡	1380万元
四号线 新源时代 2室1厅 中心位置 南北通透	90.41㎡	27099元/㎡	245万元
新兴小区~精装可拎包入住~中间好楼层~三居室~客厅朝阳	91.42㎡	19909元/㎡	182万元
常营定福庄东坝（金泰丽富）精装南院大一居室~急售	63.39㎡	42594元/㎡	270万元
浅山两居室着急卖 价钱可谈 精装好户型 好楼层	64㎡	14063元/㎡	90万元
绿地国际花都(南区) 满五 有电梯 刚需两居 商业配套齐全	91.32㎡	19711元/㎡	180万元
昊天嘉园，两居室，中间楼层，南北向，格局方正，单价低。急售。	90.85㎡	20694元/㎡	188万元
新上急售 房山区长阳首创新悦都两居室 高楼层无遮挡 满五  	75.88㎡	36769元/㎡	279万元
新房直销 一手现房 单价7.4万 随时看房	117.59㎡	83171元/㎡	978万元
温泉 满五   电梯房 板楼 小区新 南向采光好   清晰	60.34㎡	46404元/㎡	280万元
常营  柏林爱乐二期 高楼层 采光好一居室	58.7㎡	45656元/㎡	268万元
瑞雪春堂 购物方便 医疗配套成熟 精装好房 南北通透 带电梯	87.74㎡	29975元/㎡	263万元
正规商品房 楼龄新 南北通透 满五   近医院 大两居	85.79㎡	20399元/㎡	175万元
天地神通 新元居 经典三室 满五 房龄新 无遮挡 诚意出售	88.66㎡	24250元/㎡	215万元
环保局宿舍   南北通透  交通便捷 医疗配套成熟 满五	82.13㎡	24109元/㎡	198万元
和平家园 满五年 3居室 客厅朝南 集中供暖 价格能谈	95.08㎡	30501元/㎡	290万元
直销 通州刚需必看 来电享团购you惠 7站直达国贸 专车接	81㎡	16050元/㎡	130万元
常营  金隅丽景园  1室  1厅 精装修 首付	47.78㎡	39348元/㎡	188万元
新西广街 满五年 2居室 全明格局 采光充足 房龄新	67.9㎡	20325元/㎡	138万元
旧城东街~~低楼层，精装满五  ，紧邻  	68㎡	16912元/㎡	115万元
近小区入口 中间层 精装修 直接入住 南北通透 满五年	85.79㎡	13755元/㎡	118万元
南北通透 满五   近医院 商业配套成熟 高楼层采光充足	62.18㎡	18656元/㎡	116万元
房山城关万宁小区明厨明卫3室1厅南北向有钥匙	72.94㎡	13025元/㎡	95万元
急售 万科长阳天地   两居 品质社区 实景拍摄 无美颜	80.67㎡	33470元/㎡	270万元
北京东 天佑爱上岛 高品质住宅 精装修带车位 近地铁成熟配套	116㎡	13621元/㎡	158万元
良乡火车站旁 昊天温泉家园一期 低楼层 急售2室  拎包住	71.6㎡	21928元/㎡	157万元
必看好房！！超大落地窗 采光视野超好 万达CBD旁 外国语	92.48㎡	19032元/㎡	176万元
石门站中晟馨苑 精装小2居 满五年业主包个税 报价可谈 急卖	81㎡	18519元/㎡	150万元
阳光邑上正规三居室首付      洋房 交通便利	85.22㎡	30510元/㎡	260万元
朝青星河湾 两梯两户 高层观景无遮挡 五卫  随时看 诚意售	352.29㎡	93673元/㎡	3300万元
通州北关 结研所家属院 南北通透3居室 边户厅有窗子	82.26㎡	27961元/㎡	230万元
丰益桥  丰益花园东区  3室  1厅	126.69㎡	62989元/㎡	798万元
桃园小区中楼层南北两居室 小区楼栋好 满五年	74.55㎡	27499元/㎡	205万元
可贷30年 南小区3层性价比高南北通透23居户型周边配套齐	68.55㎡	18381元/㎡	126万元
南北通透 商业配套齐全 满五 精装好房 正规商品房	65.97㎡	18949元/㎡	125万元
2008年商品房  高层 南北四居室 两梯两户 双阳台	169.61㎡	84312元/㎡	1430万元
公园6号 4室2厅2卫2阳台 高楼层 价格能谈	140.38㎡	33410元/㎡	469万元
精装修 西山艺境（西山环路6号院F区）三面采光	143.48㎡	41679元/㎡	598万元
良乡  京西印玥  2室  1厅南北通透采光好看房方便	74.11㎡	36433元/㎡	270万元
此房 把东边，全明格局 方方正正 装修好 价格大谈	119.45㎡	66807元/㎡	798万元
